model_id,name,model_type,domain_id,category_id,version,description,schema_version,enabled_entity_types,enabled_relation_types,retrieval_filter,validation_profile,status
model:corporate:档案文物,法人服务-档案文物知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:档案文物,v1,面向法人服务“档案文物”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:档案文物""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:检验检疫,法人服务-检验检疫知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:检验检疫,v1,面向法人服务“检验检疫”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:检验检疫""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:民族宗教,法人服务-民族宗教知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:民族宗教,v1,面向法人服务“民族宗教”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:民族宗教""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:水利水务,法人服务-水利水务知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:水利水务,v1,面向法人服务“水利水务”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:水利水务""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:水务气象,法人服务-水务气象知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:水务气象,v1,面向法人服务“水务气象”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:水务气象""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:法人注销,法人服务-法人注销知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:法人注销,v1,面向法人服务“法人注销”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:法人注销""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:海关口岸,法人服务-海关口岸知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:海关口岸,v1,面向法人服务“海关口岸”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:海关口岸""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:涉外服务,法人服务-涉外服务知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:涉外服务,v1,面向法人服务“涉外服务”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:涉外服务""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:环保绿化,法人服务-环保绿化知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:环保绿化,v1,面向法人服务“环保绿化”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:环保绿化""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:知识产权,法人服务-知识产权知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:知识产权,v1,面向法人服务“知识产权”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:知识产权""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:破产注销,法人服务-破产注销知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:破产注销,v1,面向法人服务“破产注销”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:破产注销""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:社会保障,法人服务-社会保障知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:社会保障,v1,面向法人服务“社会保障”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:社会保障""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:科技创新,法人服务-科技创新知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:科技创新,v1,面向法人服务“科技创新”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:科技创新""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:立项审批,法人服务-立项审批知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:立项审批,v1,面向法人服务“立项审批”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:立项审批""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:融资信贷,法人服务-融资信贷知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:融资信贷,v1,面向法人服务“融资信贷”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:融资信贷""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:设立变更,法人服务-设立变更知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:设立变更,v1,面向法人服务“设立变更”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:设立变更""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:财务税务,法人服务-财务税务知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:财务税务,v1,面向法人服务“财务税务”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:财务税务""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:质量技术,法人服务-质量技术知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:质量技术,v1,面向法人服务“质量技术”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:质量技术""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:质量检查,法人服务-质量检查知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:质量检查,v1,面向法人服务“质量检查”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:质量检查""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:资质认证,法人服务-资质认证知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:资质认证,v1,面向法人服务“资质认证”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:资质认证""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:金融投资,法人服务-金融投资知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:金融投资,v1,面向法人服务“金融投资”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:金融投资""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
model:corporate:食品药品,法人服务-食品药品知识模型,CATEGORY_PROFILE,domain:corporate,category:corporate:食品药品,v1,面向法人服务“食品药品”分类的知识模型 Profile,ZwdmxGJ-v0.3,"[""ServiceDomain"",""CategoryScheme"",""ServiceCategory"",""KnowledgeModel"",""GovernmentService"",""Department"",""Material"",""ServiceCondition"",""ProcessStep"",""ServiceResult"",""LegalBasis"",""LegalCitation"",""FAQ"",""ServiceChannel"",""Fee"",""Chunk"",""Proposition""]","[""belongsToDomain"",""belongsToScheme"",""parentCategory"",""appliesToCategory"",""extendsModel"",""classifiedAs"",""usesModel"",""handledBy"",""collaboratesWith"",""requiresMaterial"",""hasCondition"",""hasProcessStep"",""nextStep"",""producesResult"",""citesLegal"",""partOf"",""hasFaq"",""hasChannel"",""hasFee"",""belongsTo"",""hasChunk""]","{""domain_id"":""domain:corporate"",""category_id"":""category:corporate:食品药品""}","{""required"":[""serviceId"",""domainId"",""categoryId""]}",ACTIVE
